SMILES,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-CAM,E2-CAM,f1-CAM,f2-CAM
[H]C#CC1([H])OC2([H])C([H])([H])C2([H])O1,0.25595464,0.25943087,0.00117173,0.00192273,0.23713599,0.24305835,0.00071038,0.00015572,0.23713599,0.24305835,0.00071038,0.00015572,0.23631654,0.24588974,0,0.0023
O=[N+]([O-])c1nnon1,0.14842257,0.16476397,0.00000018,0.00032719,0.14023975,0.1544515,0.00000069,0.00002912,0.14023975,0.1544515,0.00000069,0.00002912,0.14482909,0.15892246,0,0.0003
[H]OC1([H])C2([H])OC([H])([H])C([H])([H])C1([H])C2([H])[H],0.25007406,0.26101404,0.00269472,0.01016711,0.26186078,0.27246898,0.00365145,0.00756565,0.26186078,0.27246898,0.00365145,0.00756565,0.25220695,0.27222063,0.0025,0.007
[H]N=c1c([H])n[n-]c(N([H])[H])[n+]1[H],0.15227947,0.160451,0.00457731,0.16978322,0.14058441,0.16292633,0.00285969,0.13908341,0.14058441,0.16292633,0.00285969,0.13908341,0.15117202,0.16434298,0.0035,0.1624
[H]C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],0.31102104,0.31967593,0.00845225,0.03334358,0.32009609,0.32617376,0.00337949,0.02006501,0.32009609,0.32617376,0.00337949,0.02006501,0.31151668,0.31694088,0.0064,0.0273
[H]N=C([H])N([H])c1nc([H])no1,0.21830788,0.22132105,0.40154334,0.00181358,0.20685618,0.21453082,0.0017446,0.34475033,0.20685618,0.21453082,0.0017446,0.34475033,0.21285209,0.2153731,0.0011,0.3273
[H]OC1([H])C2([H])OC2([H])C1(C([H])([H])[H])C([H])([H])[H],0.26433964,0.28488019,0.00459204,0.01158508,0.27653298,0.29567665,0.0017157,0.00323194,0.27653298,0.29567665,0.0017157,0.00323194,0.26863389,0.29349849,0.003,0.0061
[H]OC([H])(C([H])=O)C([H])([H])N1C([H])([H])C1([H])[H],0.16866315,0.23778658,0.00012465,0.03435283,0.16266225,0.19489346,0.0004501,0.00901126,0.16266225,0.19489346,0.0004501,0.00901126,0.16390567,0.2230978,0.0001,0.016
[H]C#CC([H])(C#N)C([H])([H])C([H])=O,0.1585591,0.26860999,0.00011946,0.00068003,0.15297118,0.23480722,0.00023698,0.00437692,0.15297118,0.23480722,0.00023698,0.00437692,0.15331084,0.23932631,0.0001,0.0011
[H]n1nnc(C([H])([H])[H])nc1=O,0.11857219,0.1699784,0.00410944,0.0422802,0.11116369,0.16836443,0.00371803,0.0006913,0.11116369,0.16836443,0.00371803,0.0006913,0.12059291,0.17886264,0.0042,0.0397
[H]C1([H])C(=O)C2([H])C3([H])C([H])([H])C2([H])C13[H],0.16260214,0.26292219,0.00002237,0.01614796,0.15810653,0.26735296,0.00001802,0.00673506,0.15810653,0.26735296,0.00001802,0.00673506,0.15984119,0.27603521,0,0.0178
[H]OC1([H])C([H])=C([H])C([H])([H])C1([H])C([H])=O,0.16621522,0.25172284,0.0000526,0.0057877,0.16141318,0.22026777,0.00004397,0.0019914,0.16141318,0.22026777,0.00004397,0.0019914,0.16127074,0.24560677,0.0001,0.0152
[H]N=C1OC2(C([H])([H])[H])C([H])([H])C12C([H])([H])[H],0.24502689,0.25299576,0.01205162,0.01649208,0.24144108,0.24681799,0.00544447,0.0071995,0.24144108,0.24681799,0.00544447,0.0071995,0.24450429,0.25095747,0.0055,0.005
[H]C1=C([H])C2([H])C([H])([H])OC1([H])C2([H])C([H])([H])[H],0.21471109,0.2609749,0.01130555,0.10744013,0.21216748,0.25433407,0.00725254,0.10251821,0.21216748,0.25433407,0.00725254,0.10251821,0.22549019,0.24660635,0.0066,0.1149
[H]OC1([H])C([H])(C([H])([H])[H])C([H])(O[H])C1([H])C([H])([H])[H],0.25259117,0.25731548,0,0.00831749,0.25514957,0.25893363,0.00000007,0.0033576,0.25514957,0.25893363,0.00000007,0.0033576,0.25614647,0.25826691,0,0.005
[H]N1C(=O)C(C([H])([H])[H])(C([H])([H])C([H])([H])[H])C1([H])[H],0.22290994,0.27146927,0.00197174,0.00146015,0.21804117,0.27957171,0.00295447,0.0496508,0.21804117,0.27957171,0.00295447,0.0496508,0.21691657,0.26935786,0.002,0.0005
[H]Oc1nc([H])c(=O)n([H])c1[H],0.13133807,0.14212533,0.1075926,0.00056625,0.13684643,0.13897439,0.10034989,0.00032942,0.13684643,0.13897439,0.10034989,0.00032942,0.13692431,0.15025329,0.1092,0.001
[H]C([H])([H])C(=O)C(=O)C1([H])OC1([H])[H],0.1183983,0.17642497,0.00000563,0.00146394,0.10999438,0.16890592,0.00002111,0.00247826,0.10999438,0.16890592,0.00002111,0.00247826,0.11626017,0.17246458,0,0.0009
[H]C#CC1(C#N)C([H])([H])C([H])([H])C1([H])[H],0.26320026,0.27353417,0.00034581,0.02300035,0.23936829,0.24874957,0.00058983,0.00300216,0.23936829,0.24874957,0.00058983,0.00300216,0.23612544,0.24474683,0.0002,0.0099
[H]C1([H])OC2([H])C3([H])OC1([H])OC23[H],0.23444031,0.23829598,0.00148691,0.00066429,0.24525197,0.25014641,0.00238245,0.00128565,0.24525197,0.25014641,0.00238245,0.00128565,0.24143204,0.24679009,0.0009,0.0004
[H]OC([H])([H])C([H])([H])c1nnn([H])n1,0.22262945,0.24059015,0.0081224,0.04252927,0.21168082,0.22863438,0.00949496,0.01590705,0.21168082,0.22863438,0.00949496,0.01590705,0.21843799,0.24018624,0.0092,0
[H]C([H])([H])C1([H])C(=O)C2([H])C([H])([H])C12[H],0.16897209,0.25137402,0.00018423,0.07315043,0.16346518,0.24260409,0.00021299,0.04177442,0.16346518,0.24260409,0.00021299,0.04177442,0.16472885,0.24641158,0.0002,0.0563
[H]OC1([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],0.26314084,0.30344289,0.00541627,0.02442806,0.27298487,0.30825443,0.00456086,0.01692655,0.27298487,0.30825443,0.00456086,0.01692655,0.26517578,0.30439099,0.0035,0.0133
[H]ON=C1C(N([H])[H])=NC([H])([H])C1([H])[H],0.17582046,0.19236601,0.0044975,0.19600835,0.16736498,0.18018091,0.00361979,0.12195283,0.16736498,0.18018091,0.00361979,0.12195283,0.17764624,0.18941337,0.0047,0.1848
[H]c1onnc1OC([H])([H])[H],0.190872,0.2218589,0.07760539,0.00630899,0.19404125,0.20695681,0.07533042,0.00750476,0.19404125,0.20695681,0.07533042,0.00750476,0.19337863,0.2095814,0.0864,0.0063
[H]C([H])([H])OC1([H])C([H])([H])C([H])([H])C12C([H])([H])C2([H])[H],0.26830794,0.29015375,0.02374182,0.01328299,0.27877565,0.29929868,0.02659101,0.00604473,0.27877565,0.29929868,0.02659101,0.00604473,0.27498418,0.29503461,0.0241,0.0079
[H]C([H])([H])C([H])(C([H])([H])[H])C1(C([H])([H])[H])OC([H])([H])C1([H])[H],0.25749935,0.27182481,0.00104946,0.0038007,0.27030836,0.28748924,0.00109467,0.00059006,0.27030836,0.28748924,0.00109467,0.00059006,0.27017369,0.28325278,0.0005,0.003
[H]C([H])([H])OC1([H])C2([H])C(=O)C([H])([H])C12[H],0.17190118,0.24195653,0.00059681,0.10269712,0.16667914,0.22823127,0.000788,0.05827663,0.16667914,0.22823127,0.000788,0.05827663,0.1677717,0.24076688,0.0006,0.0889
[H]C#CC([H])(C#C[H])C1([H])C([H])([H])C1([H])[H],0.26936962,0.27114986,0.00071117,0.00000077,0.24417266,0.24753696,0.00138649,0.00001279,0.24417266,0.24753696,0.00138649,0.00001279,0.24056476,0.2426411,0.0006,0
[H]N([H])C(=O)C#CC([H])([H])OC([H])([H])[H],0.1918369,0.24698966,0.00009103,0.04116918,0.18178789,0.22059556,0.00028906,0.06044563,0.18178789,0.22059556,0.00028906,0.06044563,0.18738481,0.22166091,0.0001,0.0015
[H]c1c(C#N)c(N([H])[H])n([H])c1[H],0.20988445,0.21363028,0.02783398,0.14390036,0.20492489,0.21012119,0.14936795,0.00339552,0.20492489,0.21012119,0.14936795,0.00339552,0.20388158,0.20687665,0.0837,0.0869
[H]C#CC1(C#N)C([H])([H])C1([H])N([H])[H],0.23372494,0.25115477,0.00457787,0.03683305,0.20742364,0.23245954,0.00293136,0.11451113,0.20742364,0.23245954,0.00293136,0.11451113,0.21268305,0.23537943,0.0019,0.0767
[H]N=c1nnoc([H])c1N([H])[H],0.13364471,0.16343454,0.11179494,0.00618568,0.13475234,0.14885785,0.07847043,0.00619928,0.13475234,0.14885785,0.07847043,0.00619928,0.14174215,0.15279635,0.0849,0.0055
[H]OC1([H])C(=O)N([H])C12C([H])([H])C2([H])[H],0.21397288,0.24843678,0.00107474,0.10458422,0.20842572,0.25319433,0.00140801,0.06405311,0.20842572,0.25319433,0.00140801,0.06405311,0.20866634,0.25337557,0.0008,0.077
[H]N1C2([H])C([H])([H])C([H])(C#N)C([H])([H])C12[H],0.2536695,0.28366136,0.0100424,0.0342913,0.26040266,0.27032497,0.00943311,0.00740274,0.26040266,0.27032497,0.00943311,0.00740274,0.25431268,0.27814829,0.0062,0
[H]OC([H])([H])C([H])([H])C1([H])C(=O)C([H])([H])N1[H],0.16400332,0.20350523,0.0001968,0.00129364,0.1583744,0.1842873,0.00041342,0.00151172,0.1583744,0.1842873,0.00041342,0.00151172,0.15917235,0.20222786,0.0002,0.0015
[H]c1nc(C([H])([H])C([H])([H])[H])c(C([H])([H])[H])n1[H],0.22860955,0.23230646,0.00770849,0.12567435,0.23502927,0.2382098,0.17864643,0.00578471,0.23502927,0.2382098,0.17864643,0.00578471,0.22379604,0.22920922,0.0043,0.184
[H]C1([H])C2([H])OC3([H])C1([H])C3([H])C2([H])[H],0.25799641,0.2847296,0.004384,0.00275012,0.27310254,0.30492281,0.00233184,0.00370587,0.27310254,0.30492281,0.00233184,0.00370587,0.27009652,0.29470019,0.0024,0.0009
[H]C([H])([H])C1([H])OC1([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],0.28795749,0.30022677,0.04705953,0.01182302,0.29913282,0.31118931,0.01502135,0.06818711,0.29913282,0.31118931,0.01502135,0.06818711,0.30249472,0.3105171,0.0226,0.0498
[H]C#CC([H])(C#CC([H])=O)O[H],0.1478385,0.2121686,0.00026744,0.00081522,0.13827718,0.1791183,0.00023574,0.00228677,0.13827718,0.1791183,0.00023574,0.00228677,0.14341792,0.18286097,0.0003,0.0007
[H]N([H])C1(C#N)C([H])([H])N(C([H])([H])[H])C1([H])[H],0.23100912,0.2364108,0.00348878,0.04774902,0.22224654,0.22677272,0.00012966,0.00200188,0.22224654,0.22677272,0.00012966,0.00200188,0.23639739,0.24517312,0.0025,0
[H]C1=C2C([H])([H])C([H])([H])C2(C([H])([H])[H])C([H])([H])C1([H])[H],0.23695935,0.26040921,0.14709955,0.02726237,0.22951277,0.26361194,0.15780033,0.00820012,0.22951277,0.26361194,0.15780033,0.00820012,0.22712553,0.25677489,0.1699,0.0189
[H]c1c(C([H])([H])[H])c(C([H])([H])[H])c(C([H])([H])[H])n1[H],0.21844432,0.23695234,0.0025666,0.00108137,0.22709106,0.23670985,0.00239457,0.21159233,0.22709106,0.23670985,0.00239457,0.21159233,0.21327103,0.22802956,0.0025,0.1962
[H]C([H])([H])N1C2([H])C(=O)C([H])([H])C([H])([H])C12[H],0.15580039,0.20605262,0.00152432,0.06409718,0.15011332,0.19395543,0.00120386,0.03361919,0.15011332,0.19395543,0.00120386,0.03361919,0.15374448,0.20915879,0.0004,0.0429
[H]C([H])([H])OC([H])([H])C12OC([H])(C1([H])[H])C2([H])[H],0.25862226,0.26951817,0.00057376,0.00817389,0.26702231,0.28568903,0.001513,0.03885395,0.26702231,0.28568903,0.001513,0.03885395,0.27056691,0.2780454,0,0.0282
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])N1C([H])([H])C1([H])[H],0.26701335,0.28355997,0.04030644,0.05198962,0.27750646,0.28936568,0.03212668,0.02203308,0.27750646,0.28936568,0.03212668,0.02203308,0.27506135,0.28920617,0.0263,0.041
[H]C(=O)C([H])([H])N1C2([H])C([H])([H])C1([H])C2([H])[H],0.16031374,0.20955141,0.00004596,0.00199324,0.15539544,0.17981467,0.00002187,0.00143667,0.15539544,0.17981467,0.00002187,0.00143667,0.155457,0.19990531,0,0.0016
[H]OC([H])(C#N)C(O[H])(C([H])([H])[H])C([H])([H])[H],0.26898892,0.27056148,0.00459113,0.01255421,0.2526872,0.2668001,0.00286074,0.01379894,0.2526872,0.2668001,0.00286074,0.01379894,0.26214029,0.26983927,0.0033,0.0043
[H]C(=O)N1C(=O)C([H])=C([H])C1([H])[H],0.16109558,0.19063238,0.00007243,0.00108455,0.15050818,0.18307074,0.00012321,0.00054334,0.15050818,0.18307074,0.00012321,0.00054334,0.1605872,0.18770453,0.0002,0.001
[H]C1=C([H])C2([H])C([H])([H])C2([H])C([H])([H])C1([H])C([H])([H])[H],0.24738868,0.26948896,0.17753976,0.04953626,0.23617703,0.25933735,0.14328073,0.10793934,0.23617703,0.25933735,0.14328073,0.10793934,0.23704785,0.2642644,0.1985,0.0297
[H]N([H])c1nnn([H])c(=O)n1,0.13302021,0.17439399,0.00479805,0.00920603,0.12475973,0.17116205,0.00436615,0.00584233,0.12475973,0.17116205,0.00436615,0.00584233,0.13374182,0.1837209,0.0049,0.0109
[H]OC([H])(c1oc([H])c([H])c1[H])C([H])([H])[H],0.23914103,0.24945721,0.25317183,0.00034542,0.23130591,0.25054289,0.2408396,0.00413142,0.23130591,0.25054289,0.2408396,0.00413142,0.22413414,0.25536004,0.2215,0.0024
[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.28412807,0.29669111,0.02689783,0.02520876,0.29204616,0.30300882,0.02159359,0.01150472,0.29204616,0.30300882,0.02159359,0.01150472,0.28466762,0.29517793,0.0231,0.0157
[H]C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])OC1([H])[H],0.25851277,0.27075871,0.00014329,0.02817316,0.27336926,0.28021852,0.00587169,0.03028255,0.27336926,0.28021852,0.00587169,0.03028255,0.26410638,0.27933897,0.0004,0.0324
[H]C([H])([H])OC([H])([H])C1([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.27031608,0.3075677,0.03762929,0.02743091,0.28498663,0.31607388,0.0576849,0.0042969,0.28498663,0.31607388,0.0576849,0.0042969,0.27613076,0.31049505,0.0394,0.0263
[H]c1noc(N(C([H])([H])[H])C([H])([H])[H])n1,0.2200371,0.23905483,0.30923918,0.01775365,0.22395757,0.24020807,0.27525579,0.00364655,0.22395757,0.24020807,0.27525579,0.00364655,0.2232889,0.24256025,0.271,0.0222
[H]OC([H])(C([H])([H])[H])C1(C([H])([H])[H])C([H])([H])OC1([H])[H],0.25851003,0.26685461,0.00072314,0.01128078,0.26553422,0.27868528,0.00836151,0.00425518,0.26553422,0.27868528,0.00836151,0.00425518,0.26488546,0.26752774,0.0005,0.0046
[H]N=C(OC([H])=O)C([H])([H])[H],0.20202314,0.23895237,0.00032142,0.00324134,0.19153697,0.22931865,0.00045833,0.00251954,0.19153697,0.22931865,0.00045833,0.00251954,0.19443701,0.23147298,0.0005,0.0023
[H]C1=C([H])C([H])([H])C2([H])OC1([H])OC2([H])[H],0.23493427,0.23952151,0.0012757,0.06839569,0.22497907,0.2297027,0.00677231,0.04561972,0.22497907,0.2297027,0.00677231,0.04561972,0.23773874,0.24080363,0.008,0.1037
[H]C#CC([H])([H])C1([H])N(C([H])([H])C([H])([H])[H])C1([H])[H],0.25085042,0.26645517,0.03207895,0.00503494,0.24589273,0.24920157,0.0076945,0.00133356,0.24589273,0.24920157,0.0076945,0.00133356,0.24207883,0.25140213,0.0001,0.0035
[H]OC1([H])C2([H])OC1([H])C2([H])C([H])=O,0.15236307,0.21499101,0.00059266,0.00841164,0.14809208,0.20118583,0.00029285,0.00693028,0.14809208,0.20118583,0.00029285,0.00693028,0.14934926,0.22865798,0.0003,0.0087
[H]c1nc([H])n(C([H])([H])[H])c(=O)n1,0.15809511,0.17707584,0.00272662,0.07876185,0.1524358,0.17948638,0.00232456,0.00010064,0.1524358,0.17948638,0.00232456,0.00010064,0.16140304,0.18562084,0.0025,0.0708
[H]N(C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0.21846863,0.25259643,0.00113828,0.00017892,0.21536681,0.26414494,0.00159668,0.00052445,0.21536681,0.26414494,0.00159668,0.00052445,0.21620731,0.25244582,0.0012,0
[H]OC([H])([H])C1(C([H])([H])[H])N(C([H])([H])[H])C1([H])[H],0.25458899,0.2725547,0.00584425,0.02035976,0.26317542,0.28234365,0.00429098,0.02564804,0.26317542,0.28234365,0.00429098,0.02564804,0.25849843,0.27671507,0.0038,0.0158
[H]c1nn(C([H])([H])C([H])([H])[H])c(N([H])[H])c1[H],0.21358606,0.23421634,0.00734539,0.10668556,0.21999655,0.2353008,0.00786721,0.12230392,0.21999655,0.2353008,0.00786721,0.12230392,0.21016204,0.23207566,0.0064,0.1299
[H]N1C([H])([H])C(=O)C2(OC2([H])[H])C1([H])[H],0.13970421,0.21433566,0.00039227,0.00280174,0.13198525,0.19318992,0.00066609,0.00136839,0.13198525,0.19318992,0.00066609,0.00136839,0.13833916,0.21219428,0.0004,0.0014
[H]C([H])([H])C(=O)C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H],0.16933878,0.255631,0.00000791,0.01048463,0.16458714,0.22779183,0.000013,0.01182947,0.16458714,0.22779183,0.000013,0.01182947,0.16583868,0.24984396,0,0.0136
[H]C([H])([H])C([H])([H])C([H])([H])C(=O)C#N,0.1563278,0.25687029,0.00021841,0.00007741,0.14789696,0.22056146,0.00011508,0.00003373,0.14789696,0.22056146,0.00011508,0.00003373,0.15099563,0.22413414,0.0002,0
[H]OC1([H])C([H])([H])OC([H])(C([H])([H])C([H])([H])[H])C1([H])[H],0.25871344,0.27218075,0.01737382,0.00378106,0.26812741,0.28484523,0.01576495,0.00188781,0.26812741,0.28484523,0.01576495,0.00188781,0.26564985,0.27420877,0.0127,0.0061
[H]OC12C([H])([H])C1(O[H])C1([H])OC12[H],0.25210888,0.26065408,0.00826559,0.00105504,0.2576078,0.26821802,0.00307753,0.00696598,0.2576078,0.26821802,0.00307753,0.00696598,0.25285373,0.26055272,0.0076,0.0014
[H]C(=O)c1nn(C([H])([H])[H])c([H])c1[H],0.1477249,0.21059007,0.00022447,0.12982289,0.13945899,0.20323442,0.00013137,0.02320656,0.13945899,0.20323442,0.00013137,0.02320656,0.1430541,0.20943073,0.0002,0.0337
[H]C([H])([H])C12OC([H])([H])C1([H])C([H])([H])C2([H])[H],0.25361325,0.26635514,0.00751284,0.007917,0.2677872,0.28140665,0.00169266,0.0061117,0.2677872,0.28140665,0.00169266,0.0061117,0.2641321,0.2794382,0.0045,0.0071
[H]C#CC1([H])N=C([H])OC1=O,0.20084007,0.23877324,0.00373477,0.00231542,0.19030765,0.22618571,0.00475687,0.00279398,0.19030765,0.22618571,0.00475687,0.00279398,0.19627447,0.23084456,0.0036,0.0025
[H]OC([H])(C([H])([H])[H])C([H])([H])OC([H])([H])C([H])=O,0.16204584,0.25293054,0.00004911,0.00821267,0.15708994,0.21856203,0.00001434,0.00739683,0.15708994,0.21856203,0.00001434,0.00739683,0.1568498,0.24046921,0.0001,0.0076
[H]C1=C(C([H])([H])[H])C([H])([H])OC([H])([H])C1([H])[H],0.24712342,0.26866201,0.01195854,0.14952039,0.23633739,0.26100787,0.01089801,0.33322987,0.23633739,0.26100787,0.01089801,0.33322987,0.25110814,0.25383494,0.0514,0.2082
[H]OC([H])([H])c1nnoc1N([H])[H],0.19376973,0.2122884,0.15081302,0.01764338,0.19997547,0.21747713,0.13094361,0.01748516,0.19997547,0.21747713,0.13094361,0.01748516,0.1948486,0.21162099,0.1334,0.0232
[H]C([H])([H])OC([H])([H])C1([H])C2([H])OC1([H])C2([H])[H],0.25778662,0.26549599,0.00670625,0.0006503,0.27836556,0.28576787,0.00397688,0.03897133,0.27836556,0.28576787,0.00397688,0.03897133,0.27208098,0.27750886,0.0028,0.0335
[H]OC1([H])C([H])(O[H])C2([H])C([H])([H])C12[H],0.27304225,0.27794319,0.01152943,0.01565237,0.2821197,0.28541161,0.0058772,0.00833113,0.2821197,0.28541161,0.0058772,0.00833113,0.274907,0.27857826,0.0096,0.0113
CCCC=CC(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26403,0.00,0.00,0.00
CCOCCC=CC#N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22811,0.00,0.00,0.00
CCCCCCC#N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28228,0.00,0.00,0.00
CCC=CCCCOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26244,0.00,0.00,0.00
C=CCCNCC1CC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23857,0.00,0.00,0.00
CCCCC=CCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23807,0.00,0.00,0.00
CCCCCCNO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24621,0.00,0.00,0.00
C=CCCNC1CC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24431,0.00,0.00,0.00
C=C(CCCNCC)COCCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23843,0.00,0.00,0.00
CCCOCC=CCOCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23820,0.00,0.00,0.00
COCCc1cn[nH]c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23997,0.00,0.00,0.00
C=C(C)COCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26330,0.00,0.00,0.00
CCCCCC=CCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25535,0.00,0.00,0.00
CCCOc1ccco1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21511,0.00,0.00,0.00
C=CNCCCCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21528,0.00,0.00,0.00
Cc1ccc(CCCCO)o1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21661,0.00,0.00,0.00
CC=CCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26102,0.00,0.00,0.00
CCC=CCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26282,0.00,0.00,0.00
CCNCCCc1ncc[nH]1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23019,0.00,0.00,0.00
NCCCCCCCNO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23801,0.00,0.00,0.00
NCCC1=CCCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23790,0.00,0.00,0.00
CCCCCCCCNC(C)(C)CO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24204,0.00,0.00,0.00
CCCNCNCCCCC(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23975,0.00,0.00,0.00
CCNCCCCCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23339,0.00,0.00,0.00
CCC=CC1CC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25200,0.00,0.00,0.00
C=C(CCCCC)OC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25303,0.00,0.00,0.00
C=C(CCC)CNCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22814,0.00,0.00,0.00
C=CCCCCOCCC=C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27295,0.00,0.00,0.00
CCCNCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23214,0.00,0.00,0.00
CCCCOCCCCOOCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18590,0.00,0.00,0.00
CCCCCCNCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24313,0.00,0.00,0.00
CCCCCCCCNCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22467,0.00,0.00,0.00
C=C(CCC)COCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26078,0.00,0.00,0.00
NNCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23672,0.00,0.00,0.00
C=C(CCC)COC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25853,0.00,0.00,0.00
CCCCNCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22525,0.00,0.00,0.00
CCCCC1=CCC=C1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19219,0.00,0.00,0.00
FCCCCCc1ccoc1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22875,0.00,0.00,0.00
CCOC(=O)NC(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26199,0.00,0.00,0.00
NCCC1=CCCCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23772,0.00,0.00,0.00
CCCCCCNOCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25815,0.00,0.00,0.00
CCNCCCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22796,0.00,0.00,0.00
CCNCCC1=CCCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23225,0.00,0.00,0.00
CCCCCCCNCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22953,0.00,0.00,0.00
N#CCOCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24031,0.00,0.00,0.00
CCCC=CCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26115,0.00,0.00,0.00
Cc1ccc(COCC(C)C)o1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21841,0.00,0.00,0.00
